652	0.00425683222013	2368	466	0	313
718	0.00563830188367	1764	1216	0	512
922	0.0207410452127	1684	1222	0	239
1488	0.00556267272014	2038	572	0	314
5884	0.0121832480163	2703	1136	0	2066
13485	0.00555942851129	3126	938	0	367
13833	0.00489605137242	3101	667	0	366
22573	0.0551039076855	2811	1466	0	3065
39953	0.0222358470658	2634	1072	0	870
117733	0.00718596100789	3098	472	0	275
222723	0.00789223930729	1482	505	0	70
269933	0.0193979651129	2001	1103	0	307
545463	0.00697409973544	2429	1052	0	942
608283	0.011655878197	2986	830	0	304
625053	0.00897458254629	2581	1670	0	1165
626953	0	0	0	0	0
641483	0.0234029281853	2861	949	0	94
646103	0.00846411953432	2207	201	0	655
715803	0.00471927208244	2341	1132	0	936
728583	0.0160483315767	1692	754	0	413
735623	0.00547081248306	3073	1090	0	656
754972	0.00745684954891	1698	150	0	76
754976	0.0115580529478	2243	1333	0	1290
783252	0.00421864258725	2786	1669	0	655
796337	0.0140984121318	2757	378	0	411
804928	0.0484182015321	484	278	0	61
814839	0.00671530101085	3128	461	0	621
818379	0.00878631301038	2817	1357	0	579
819457	0.0107538143731	3013	714	0	404
823736	0	0	0	0	0
1026101	0.0244056644708	1781	576	0	240
1338871	0.00696067843044	2513	1438	0	1183
1463211	0.00831150028685	3129	657	0	1105
1512391	0.0465332802565	1192	475	0	327
1632511	0.0194516268625	2075	919	0	478
1642281	0.0239030053254	1874	1254	0	696
1736961	0.0108502971894	2038	851	0	1265
1919091	0.0163036471722	2990	929	0	822
1937711	0.00365354267037	1907	903	0	477
1940141	0.0399072413047	931	226	0	35
2044691	0.00651585203649	3008	879	0	97
2126061	0.0196081455044	3140	593	0	362
2212031	0.0575340527436	2549	1240	0	358
2273851	0.023343219182	2742	1268	0	487
2318461	0.0105265494921	1298	216	0	314
2675801	0.00899114404335	2388	610	0	461
2726361	0.00658391614286	2913	1188	0	780
2775831	0.0101096491324	2889	526	0	433
2790321	0.00909600085155	3117	1024	0	2369
2857031	0.00960612573567	2600	2017	0	764
2963011	0.0293036228667	2470	2090	0	1403
3121571	0.00689842257904	2336	445	0	376
3194251	0.00605019493702	2268	1014	0	384
3252161	0.0373832407059	3027	1301	0	2625
3422521	0.0174249408031	2249	1163	0	373
3565601	0.00529084707978	2240	566	0	475
3596971	0.00829480370884	1377	295	0	343
4018591	0.00441630198194	2628	1336	0	195
4051131	0.00482816725103	1041	392	0	82
4376581	0.00622537942714	2227	594	0	540
4513631	0.00551057703751	2772	878	0	1982
4595511	0.0064863523228	1620	298	0	198
4856081	0.0153089217435	1477	709	0	397
4917311	0.00876131757162	3060	317	0	175
5114051	0.00521861287906	3008	701	0	701
5307232	0.020016219047	2486	1595	0	1243
5357362	0.00584545501797	2643	566	0	468
5418822	0.00925595308714	1319	959	0	65
5500622	0.0136420339074	2573	232	0	1996
5507042	0.00691155557708	2931	651	0	1430
5531562	0.00821971400003	3069	829	0	780
5553432	0.0344480672825	2705	934	0	2956
5633202	0.00788759516013	2156	203	0	199
5664842	0.00780773127191	3097	550	0	549
5666172	0.00790073084984	1183	608	0	1242
5705642	0.00449585650822	2114	848	0	37
5722362	0.0635781461617	2670	1074	0	398
5754922	0.0713582277756	2735	1756	0	457
5771742	0.197138466144	2728	1813	0	1443
5775172	0.011592819086	2183	1341	0	858
5893952	0.00379997165173	2996	1062	0	111
5910712	0.0212823530771	2309	1224	0	1676
5929832	0.00401367446309	3012	936	0	65
5947942	0.0471125514033	3009	1584	0	518
5982252	0.0260124860431	2687	1241	0	522
6054612	0.0446080778152	2466	2096	0	880
6076152	0.0110121425535	2331	1337	0	93
6140062	0.100269654685	2794	1895	0	129
6199502	0.0254224807238	2581	2185	0	2368
6235442	0.0497547206106	2930	430	0	142
6262622	0.00981823505676	3023	701	0	825
6350332	0.00681457132649	3068	246	0	517
6354842	0.0063115712298	1993	168	0	535
6430212	0.00472485959603	2374	748	0	731
6473582	0.00955482755424	841	227	0	290
6549672	0.0555766423708	2316	1880	0	277
6568262	0.076463681335	2691	1825	0	142
6577982	0.0371617287474	391	330	0	239
6601642	0.00800280547056	2889	503	0	552
6624292	0.00557028961215	2901	829	0	963
6636082	0.0394805334932	2861	2703	0	2033
6661402	0.0603028070294	1376	666	0	165
6722282	0.0297693171458	2591	1413	0	718
6722732	0.0789105161361	548	162	0	330
6746022	0.00682422642297	2221	347	0	399
6811622	0.0284576285214	1811	916	0	349
6856442	0.0130001320604	2128	512	0	195
6939532	0.0171094155852	3065	1612	0	4956
6977972	0.00613482980062	3057	689	0	317
6982602	0.00643568192317	2134	712	0	693
6986432	0.0148246314735	3040	1147	0	951
7005112	0.00722110139508	2851	1302	0	302
7097892	0.00790479060434	1889	833	0	268
7127912	0.0039412079356	2850	1214	0	1666
7137982	0.00593870796552	2938	777	0	762
7193842	0.00778488682701	2949	1061	0	644
7216352	0.0116227580432	2142	774	0	165
7306832	0.00584121727848	2829	518	0	564
7321402	0.00863387959418	2481	1044	0	718
7390132	0.00566404012909	2843	374	0	1090
7478732	0.0141792900379	1459	364	0	356
7501802	0.00844922004678	3094	1876	0	458
7533352	0.00697525748983	3051	738	0	974
7582812	0.00733453246843	1592	971	0	174
7583782	0.00535511294465	2796	1567	0	345
7610682	0.0195101826737	2211	1311	0	928
7634352	0.00535868791062	1071	386	0	96
7805572	0.0154700623675	1412	975	0	1357
7829602	0.012881914764	3089	322	0	732
7899242	0.00630793693538	2715	1242	0	1103
7920612	0.0445013492111	2916	1655	0	734
8071792	0.0100456153221	3135	825	0	1322
8183512	0.0568647421466	2051	1904	0	299
8235332	0.0637007462194	2918	1641	0	1344
8248262	0.00853870652136	3098	955	0	751
8280182	0.022860981912	2977	944	0	1182
8308102	0.00410523060623	2471	852	0	230
8340712	0.011332086643	2763	1756	0	1002
8345852	0.00738234218403	2925	568	0	384
8359042	0.0285877939978	2564	1494	0	809
8387282	0.0155217933074	909	292	0	288
8407392	0.00826027970137	2743	507	0	736
8408752	0.0256574196487	2484	1803	0	1243
8469762	0	0	0	0	0
8497822	0.0048777842924	2910	1879	0	308
8536402	0.00306691218392	2754	828	0	55
8548912	0.0134299701475	2566	1110	0	538
8679682	0.00556381333666	1116	398	0	347
8705332	0.0261154301029	3158	819	0	581
8710682	0.0271118583466	2712	1193	0	935
8758122	0.00694571661932	2826	1265	0	387
8790802	0.00418464677287	2719	1033	0	543
8813202	0.00793634672226	2993	1109	0	881
8838742	0.00952998571181	1628	1113	0	866
8920302	0.00562790428378	1656	466	0	243
8920472	0.00993505992981	1498	574	0	892
8956652	0.0192454030653	2356	1702	0	702
9024842	0.0207552616818	2896	731	0	532
9037522	0.0199415143376	2855	1523	0	253
9188692	0.00544517975753	2862	1491	0	1752
9218402	0.00767846912849	2778	359	0	289
9225472	0.0215145789539	2923	998	0	1126
9272772	0.0381170837646	2189	919	0	126
9288992	0.0102679889864	2315	1035	0	196
9292262	0.0152076934985	2576	1326	0	263
9340392	0.0107734023688	2411	1399	0	640
9609312	0.0302915155934	2009	433	0	565
9645552	0.00504470624013	2711	1358	0	792
9729582	0.00623453055874	3162	234	0	791
9743882	0.0280561458091	2955	1218	0	1676
9768492	0.0465841130209	2596	2529	0	492
9830652	0.129882525623	2740	1719	0	1043
9843562	0.0142788469046	2810	1616	0	1016
9920972	0.0105726706624	3060	229	0	426
9949322	0.0522893573833	3034	988	0	457
10166032	0.0391817214693	3067	818	0	305
10172672	0.010016119949	2907	630	0	522
10420312	0.00816142783643	2167	485	0	442
10506872	0.0438648851761	1579	500	0	289
10534892	0.00613755666989	2779	1601	0	408
10536972	0.00746107708601	3112	680	0	775
10706952	0.102649955462	1933	790	0	32
10710692	0.0124378168254	2694	854	0	435
10744202	0.00862293215474	537	212	0	149
10841252	0.0594341607026	2226	1247	0	1433
10862342	0.00910089361594	1142	232	0	256
10911002	0.0161839832749	1866	654	0	314
10913242	0.012437205542	2836	733	0	429
11055812	0.0252669812286	3105	2062	0	843
11093342	0.0392633499847	2739	1303	0	765
11123872	0.00643080655709	2841	838	0	345
11169892	0.0155336727534	841	281	0	196
11207282	0.00948363729316	15	10	0	7
11208532	0.00816592456134	3056	871	0	985
11223742	0.00793946426212	2691	1183	0	1157
11298572	0.00561329176222	2322	1132	0	79
11398052	0.00938915325454	1738	757	0	176
11403932	0.0109681715733	1737	431	0	947
11494612	0.00702084344602	2722	757	0	763
11581022	0.00551499274508	2338	1829	0	938
11605502	0.0255734556506	998	447	0	197
11634522	0.0262234105642	2326	1041	0	389
11693962	0.0142154179646	2959	1174	0	580
11727442	0.0516174503895	2846	678	0	718
11738212	0.0107079495366	2421	1045	0	1006
11773412	0.0322266559539	2815	726	0	445
11811592	0.00891139913243	2984	1392	0	629
11821352	0.00682013370045	2782	737	0	469
11823732	0.0132044394775	2601	853	0	334
11837732	0.0466864351143	3083	1317	0	299
11974322	0.0267297565742	2973	2594	0	1234
12023932	0.0074621346328	2620	1041	0	514
12149252	0.00548111692528	2893	938	0	174
12263132	0.0908276963454	1556	685	0	903
12273492	0.00690452083975	2257	1688	0	554
12278172	0.0108806927538	2126	468	0	420
12403542	0.0111007400916	2856	1875	0	1516
12408892	0.0109675263273	2945	545	0	371
12520532	0	0	0	0	0
12582962	0.0299695002613	2890	1297	0	1006
12591872	0.0472214043345	2340	719	0	504
12645502	0.0205246167428	2891	603	0	330
12694432	0.0075659800003	2730	1097	0	698
12700312	0.0126946179883	2092	240	0	59
12793202	0.0178947842356	2870	895	0	344
13137212	0.00475173123245	1751	1146	0	236
13165672	0.00618282189456	2785	847	0	747
13192982	0.0049241408392	3025	533	0	516
13221322	0.00389209052331	2054	149	0	156
13261372	0.0120429285849	3071	902	0	878
13267702	0.0089528337155	1559	400	0	288
13273832	0.0102597473391	428	136	0	151
13295512	0.00651376831972	2614	1029	0	241
13308532	0.0223878568027	3039	1932	0	1012
13311862	0.00609938391587	1460	79	0	4
13436662	0.00905266215215	2889	1594	0	849
13482222	0.01298950349	3015	918	0	1156
13627002	0.00655594323155	1889	721	0	156
13695292	0.0277382880074	2740	1980	0	600
13858622	0.00801842464966	2534	1015	0	136
13922462	0.00886646957852	2208	542	0	295
14019612	0.013888861941	1855	947	0	1595
14030902	0.0109804388239	2234	1631	0	786
14050372	0.0222948049384	2819	401	0	180
14058954	0.00465873248888	1614	349	0	856
14060543	0.00815295814787	3177	616	0	730
14066952	0.00813837849246	2606	1389	0	671
14077003	0.094474664076	3150	2287	0	1911
14079313	0.00861279692867	2313	1284	0	674
14081731	0.00918425364002	2552	1967	0	1340
14084484	0.0268173306404	2469	1030	0	421
14085582	0.00951403550417	2402	551	0	403
14089909	0.00476502778759	1894	1152	0	412
14097282	0.00639910782665	2439	1211	0	1180
14110253	0.0141281264405	3102	1013	0	437
14112420	0.012323378063	2694	850	0	885
14115555	0.00486347668853	3118	1053	0	573
14117232	0.00517509162141	2843	1232	0	566
14120543	0.010883886883	2799	226	0	109
14122453	0.00903916761981	2551	159	0	421
14128432	0.0114723069857	3040	2041	0	1349
14128649	0.0118987812982	2930	774	0	431
14134032	0.0192412263719	728	338	0	174
14136883	0.00962732966882	2515	895	0	320
14145031	0.00339129189582	2800	1295	0	187
14145412	0.0199066209015	673	343	0	190
14156011	0.00679695129705	2363	894	0	465
14161357	0.00378546852888	2624	482	0	372
14161555	0.00327330987677	1677	1283	0	503
14165645	0.0160149638039	1143	332	0	348
14167125	0.00591202078089	1205	213	0	113
14181199	0.00821072150637	1954	656	0	602
14184677	0.00685052428247	1767	735	0	221
14193258	0.0439873730661	2837	1345	0	1483
14205099	0.0103089367656	2630	881	0	869
14207972	0.00723273381975	3061	1716	0	342
14208535	0.00605920966989	20	16	0	14
14213141	0.0106901982466	2515	1841	0	1267
14215737	0.00626503787831	2171	275	0	331
14219176	0.0210426374095	2169	979	0	3354
14220825	0.013002847391	3115	1703	0	7087
14227472	0.00510860002129	2623	794	0	646
14231593	0.0409066497334	1127	317	0	293
14232988	0.0104640413363	2607	863	0	666
14235852	0.0218200146142	3023	910	0	434
14247197	0.00432456690951	1402	691	0	516
14249319	0.00654022041271	3034	1292	0	2139
14252064	0.0152891897559	1466	1270	0	61
14253692	0.00546471410126	2462	1707	0	1251
14256214	0.0185144157636	864	413	0	116
14257102	0.0261138824796	234	72	0	37
14257644	0.0167688925841	1703	872	0	168
14269865	0.00554662303831	2554	1423	0	938
14280658	0.0258969718662	2809	1796	0	2299
14282899	0.0120849491811	2870	1581	0	326
14308384	0.0161280215055	2884	947	0	493
14318328	0.00686387996992	2249	872	0	299
14319005	0.00634468915866	1881	536	0	201
14319990	0.0093169049204	2827	1125	0	702
14320246	0.0475720881772	2079	2019	0	15
14325825	0.0281718458406	2657	1317	0	379
14329138	0.00933593735805	1574	729	0	991
14342954	0.00827475877472	1495	690	0	582
14343430	0.0408180071576	1069	300	0	313
14344811	0.0134488518819	2008	951	0	918
14361047	0.00626636333965	1604	378	0	247
14361270	0.0155105740208	1326	394	0	691
14363458	0.00464810908946	2989	1308	0	576
14367875	0.00963471478993	2984	513	0	936
14373462	0	0	0	0	0
14384413	0.0383805277078	2601	648	0	793
14397911	0.00953983070554	2995	1526	0	1924
14413500	0.010520862681	2451	1294	0	442
14414276	0.00994372082278	3048	1446	0	1023
14421365	0.0193544554294	3031	1862	0	1363
14426591	0.0124437175995	413	148	0	75
14428412	0.0326511661648	2112	903	0	530
14438065	0.00558748816621	2957	658	0	799
14438593	0.0305814773302	1327	587	0	208
14438836	0.0777555079164	2459	2283	0	917
14445341	0.0401818022911	3021	892	0	405
14448584	0.00749538984336	1603	178	0	109
14453629	0.00813529673667	1379	664	0	317
14454392	nan	1	1	0	0
14461337	0.00951219434453	2181	139	0	44
14461661	0.00414614892748	2405	996	0	290
14461887	0.00518598382343	2936	865	0	1087
14467149	0.00701350295366	3030	330	0	705
14478413	0.00854289893998	2658	869	0	1173
14479299	0.0100444875341	2282	1416	0	1280
14490154	0.00555423717266	2553	1135	0	1123
14498210	0.00708454663398	1980	475	0	274
14510647	0.00703075288556	2912	580	0	555
14516054	0.00682750099422	386	146	0	12
14520390	0.0102612250065	2448	786	0	403
14535018	0.0265697926138	2422	633	0	236
14543625	0.00805723857797	1793	314	0	460
14549950	0.00680896995671	2102	980	0	929
14553498	0.0180107494777	2768	1206	0	684
14553588	0.00799937146036	2437	290	0	385
14564002	0.026041499197	2624	844	0	700
14569391	0.0166775824316	3026	1117	0	1629
14579315	0.00611942024331	1874	686	0	392
14585972	0.0549361053252	2457	890	0	563
14593035	0.0068847810414	2930	1143	0	877
14594312	0.0258742707066	2583	1432	0	813
14605289	0.0100853280036	1893	953	0	307
14608933	0.00595319790892	2771	381	0	432
14623083	0.00343430121009	2935	857	0	776
14633147	0.00978137451496	1813	536	0	699
14634732	0.00299056588865	2933	1084	0	233
14650644	0.133024519894	1983	1911	0	146
14676437	0.0109207756858	2840	710	0	420
14678053	0.0214231755409	2922	1310	0	1666
14686254	0.00777798369854	2712	733	0	524
14689715	0.00705949770208	3058	872	0	1051
14703770	0.0333081746957	1904	1053	0	1092
14725405	0.0199409384271	1210	732	0	397
14730862	0.00907532521894	2412	274	0	1372
14731296	0.0185347670962	2636	794	0	643
14745077	0.0108548234522	2976	1061	0	1188
14759978	0.00742777173012	2767	1541	0	648
14765531	0.0120525265335	3132	1955	0	709
14774529	0.0289417279563	912	313	0	248
14787983	0.0333653586333	2928	1720	0	484
14803049	0.0222236257631	967	540	0	277
14803328	0.0158762827107	2723	1815	0	2041
14803750	0.0203953846561	2748	1231	0	1390
14815739	0.00764869244262	2673	1260	0	558
14820803	0.0243510759647	2886	1185	0	1065
14824951	0.0131698765223	2262	347	0	440
14840190	0.0128007346904	2297	879	0	1722
14840794	0.0144327797804	2349	1623	0	348
14847615	0.0109855224648	1402	492	0	291
14852286	0.00498066639016	2643	1146	0	720
14857626	0.0127043770121	2697	635	0	460
14869120	0.0252926535345	2111	1496	0	1449
14876530	0.0115007141713	2950	702	0	393
14876698	0.0111799170592	2239	652	0	476
14882883	0.0184899807701	2153	327	0	1055
14883877	0.00766994700838	1092	517	0	103
14889375	0.0747286518804	1183	1164	0	120
14896995	0.00883385292092	2400	1132	0	1205
14907340	0.0168481641669	2179	787	0	640
14908911	0.00910708400988	3022	747	0	469
14918255	0.00918347837111	2153	729	0	1093
14920419	0.0163746645606	2689	1150	0	2104
14936524	0.0195448841997	2163	957	0	657
14944492	0.019951286748	2392	1675	0	1967
14979301	0.00566508646009	2113	266	0	264
14984346	0.00770872937042	2385	859	0	884
14984727	0.0189218158448	1870	589	0	311
14987445	0.0700826729589	1784	1336	0	222
14997575	0.0138214956708	2722	987	0	1094
14997793	0.00480002758916	2522	1464	0	856
15011356	0.00872340544526	2707	1166	0	917
15017920	0.00491859304716	2904	935	0	1177
15028458	0.0106631484326	1336	355	0	320
15032100	0.0525537585908	3108	1052	0	559
15041098	0.00541049918834	2558	793	0	1104
15041958	0.00634807286674	2639	2191	0	164
15042218	0.0252036234448	2692	715	0	246
15054702	0.0142696820885	2904	1521	0	721
15059082	0.0251863825075	3056	1906	0	1081
15059632	0.0104551943578	2724	1465	0	981
15059869	0.0156739887758	2918	2669	0	1181
15074444	0.00792960021828	2297	739	0	407
15076601	0.0182265818652	1444	160	0	235
15076902	0.0292346307579	2072	1286	0	285
15080859	0.027115708095	1355	361	0	377
15083875	0.00745832502663	2344	908	0	335
15085995	0.0154897696714	2738	1502	0	1735
15089832	0.0163275598808	3090	1100	0	565
15090623	0.0244212872601	2740	1019	0	595
15110272	0.0315600050038	2462	1525	0	469
15115214	0.00800258066229	2057	392	0	326
15129947	0.0107594606501	2903	1308	0	492
15138496	0.0254622657189	2734	1113	0	1507
15140975	0.0209008338141	2685	1978	0	331
15144179	0.0482935190506	1636	474	0	419
15157506	0.00914292816989	2931	1416	0	1149
15162867	0.0111152911598	1722	601	0	306
15169977	0.00916106324236	1623	570	0	733
15182672	0.0196742762989	2856	1328	0	2477
15192529	0.0142514059527	2437	879	0	722
15195598	0.00280878237113	2864	1639	0	1013
15212648	0.0264790290885	2678	1034	0	666
15212836	0.0119548736745	1382	375	0	239
15230046	0.0315036419263	3027	776	0	21
15233019	0.00610486223858	2564	870	0	433
15258398	0.118126600392	1898	1335	0	2176
15272823	0.0825431263476	1757	513	0	5
15274381	0.00417850061574	1626	475	0	202
15281802	0.047322606503	1139	224	0	209
15288584	0.00673409178749	2691	729	0	862
15295748	0.00621355631106	2458	252	0	816
15299662	0.0688836734586	2410	2384	0	788
15309176	0.00533116017395	1471	477	0	171
15311185	0.00883092260118	2462	295	0	22
15323769	0.0181524114453	2995	1756	0	426
15330682	0.023157589651	2983	811	0	2026
15337816	0.00801628293623	2688	787	0	2138
15347317	0.00465201470473	2624	1100	0	966
15364120	0.011311843484	2655	1694	0	917
15371880	0.0066464633959	2653	1875	0	928
15378858	0.064804881856	2692	2439	0	412
15382996	0.0143350155423	2787	850	0	442
15394017	0.0382615490301	1249	510	0	39
15397066	0.0214391757358	3015	1712	0	1380
15401354	0.03415904663	2872	1891	0	712
15415052	0.00593725257517	2273	1601	0	579
15420948	0.0881115684782	1243	670	0	66
15423715	0.0083653044475	2423	1143	0	688
15429965	0.0146103007564	2758	1727	0	425
15446386	0.00610061976956	2148	1313	0	634
15479932	0.0152544518703	2965	798	0	1334
15482299	0.0146190268717	2877	393	0	293
15483894	0.00673122549543	2681	975	0	969
15484132	0.00577642286798	2363	1767	0	919
15490469	0.00624062944475	2933	683	0	651
15509502	0.0132867947027	1509	334	0	328
15510041	0.0141307662251	2905	1807	0	705
15521052	0.00456430777898	2502	877	0	666
15525310	0.0301903700755	2527	1280	0	491
15529285	0.0203399888531	356	175	0	68
15583003	0.00535164089279	2601	606	0	531
15587836	0.00378761975042	2594	584	0	552
15587918	0.00824787990382	3128	359	0	474
15589240	0.00668483206432	1316	1024	0	1474
15591901	0.0336225732525	2696	2160	0	251
15610213	0.00466826635807	2822	525	0	1391
15616926	0.00922153614955	2829	933	0	1593
15621841	0.0281712874211	1922	1055	0	385
15624402	0.00602412744071	2004	658	0	401
15632260	0.0799247773667	2409	601	0	87
15645974	0.0404985217916	623	486	0	381
15655942	0.0206813214662	1131	709	0	166
15659821	0.0102040502015	2654	1458	0	546
15670484	0.0408566290959	2705	820	0	663
15678504	0.0132956896076	2924	778	0	1727
15679234	0.00836949371398	2567	1615	0	306
15689590	0.0696137735565	2380	2286	0	1564
15691300	0.0222781121328	2860	2150	0	1174
15691538	0.0125315343831	3068	1244	0	598
15702212	0.0132256910103	2803	1402	0	690
15726403	0.0388130712142	2557	1686	0	1321
15755882	0.00781099946289	598	393	0	305
15773020	0.00314359979847	2969	1722	0	110
15773663	0.0150073997843	474	237	0	70
15781281	0.00962378833606	2567	855	0	598
15782121	0.0251288611584	933	179	0	334
15791421	0.0116286427409	1763	791	0	488
15793401	0.00885878443604	1525	200	0	225
15797527	0.0165102890605	2114	644	0	123
15805716	0.0387700547747	572	68	0	34
15811158	0.0070149208546	3089	678	0	375
15813904	0	0	0	0	0
15817422	0.0105310192946	840	293	0	141
15831430	0.0373913925699	2569	2555	0	192
15843108	0.00683577255584	2305	678	0	390
15850737	0.00778003415919	3116	507	0	221
15853273	0.0339610309628	2368	1664	0	1220
15854292	0.0242509924654	2283	1949	0	369
15861147	0.00989696933727	1576	809	0	469
15871880	0.0202966520403	2823	1048	0	366
15884137	0.0115632802636	2257	503	0	221
15897796	0.0114071286683	725	140	0	255
15903938	0.0299106458596	2842	625	0	1162
15968396	0.0114052868199	2465	1031	0	1064
15985881	0.00687611480507	1521	488	0	202
15989237	0.017035338654	2742	1014	0	412
15997981	0.0295159137845	2479	1013	0	519
16001666	0.00434421520681	2699	1863	0	628
16009790	0.0164446098522	2668	1363	0	1359
16016860	0.00542829605858	667	223	0	67
16017042	0.0210571073891	2611	2058	0	194
16031898	0.0537939540237	2700	1822	0	1013
16045609	0.0130892345512	2519	1416	0	1080
16055951	0.00659773234753	3059	608	0	239
16080599	0.00372375022577	2986	817	0	107
16089186	0.0191823318108	2141	808	0	1126
16106041	0.0400589275685	2860	1303	0	435
16148475	0.0210910253292	2228	1077	0	493
16148608	0.0208665344717	1972	1017	0	309
16160012	0.01347914211	1266	464	0	248
16175360	0.00474479053953	2802	989	0	511
16176103	0.00908803123171	2220	604	0	66
16183712	0.0096130895393	2695	1618	0	1021
16196649	0.0108877685187	2170	797	0	1270
16205477	0.0203026564451	3084	1185	0	3651
16219684	0.0988280640248	1740	1665	0	733
16221175	0.00785692585543	771	359	0	341
16223010	0.0395317432832	3088	1201	0	309
16253962	0.0299028384376	2475	1186	0	404
16264489	0.00996955221207	2155	689	0	570
16287447	0.0588995408426	475	232	0	254
16290737	0.00637625540597	2476	393	0	471
16298906	0.0110402400722	2756	1522	0	1630
16304417	0.00622915584966	2545	1439	0	1136
16333236	0.0183046147996	1283	726	0	421
16375617	0.0169214813755	2244	843	0	1757
16382685	0.00621436050077	1268	656	0	598
16419391	0.00479719719639	2363	1403	0	676
16422556	0.00935656083806	2797	1797	0	1002
16430450	0.0107126388027	1635	409	0	867
16445207	0.00737776370085	2310	1778	0	505
16446939	0.0115281537783	2146	1751	0	2064
16456627	0.010848042368	3022	2132	0	1396
16457820	0.0142852545867	2787	471	0	392
16465420	0.00490574103456	2405	1321	0	549
16483921	0.00782125675646	2304	923	0	664
16491106	0.0118140248761	977	292	0	244
16492170	0.0185668574316	2438	1291	0	544
16529482	0.00889657209835	3154	1493	0	1437
16555660	0.00609132535325	2914	957	0	465
16560054	0.00646122149947	1600	596	0	843
16563741	0.0195654151645	1266	387	0	153
16588278	0.193779103213	3005	2927	0	303
16612059	0.0229566933478	1579	542	0	397
16621906	0.0235391745531	1648	329	0	140
16622984	0.0288127474602	1532	305	0	415
16646774	0.0613909493177	2972	2090	0	409
16653907	0.0476823195776	3108	1374	0	315
16656470	0.00723124584176	3041	500	0	385
16660941	0.01037418261	2713	1167	0	2507
16662300	0	0	0	0	0
16665992	0.00814250825491	1873	652	0	279
16669216	0.0568176299429	2724	1615	0	992
16669733	0.0354580080263	1559	488	0	212
16698471	0.0205836282568	2634	1427	0	370
16702758	0.012045199149	2958	1271	0	2053
16783409	0.0616603442336	2825	1402	0	1147
16794701	0.007350776341	2119	1541	0	964
16812492	0.0303204458524	2994	874	0	1400
16841067	0.00750206545387	2521	796	0	1588
16843161	0.0855003098115	2965	2002	0	236
16860245	0.0133255167972	2203	1054	0	1093
16890227	0.0211452466062	1252	588	0	453
16894250	0.00780168852112	2980	1087	0	1734
16894693	0.00469430800973	2529	1402	0	718
16910503	0.0366000780722	2712	543	0	115
16920968	0.0067645557669	1621	523	0	401
16930942	0.0726312186956	1663	25	0	20
16933538	0.0150972034458	1872	946	0	860
16943160	0.00936888414991	2740	1333	0	798
16946306	0.113258393841	2563	470	0	685
16959403	0.00771020697512	1047	410	0	606
16991733	0.00639542908162	2993	1333	0	1246
17005242	0.0112809790287	2959	1290	0	301
17009566	0.00558597266511	1979	627	0	367
17054565	0.0115674637938	2963	781	0	445
17064939	0.00707347382806	2858	1671	0	257
17081169	0.00977749192106	1407	480	0	339
17139011	0.0103591469375	2677	1423	0	1104
17163113	0.00547841881753	2498	1058	0	297
17179353	0.120601968353	3000	2143	0	87
17192106	0.00751875900314	1454	982	0	425
17219016	0.0102256874981	2688	526	0	693
17219524	0.00582602674465	680	43	0	210
17232814	0.0117172721286	2862	1525	0	855
17260218	0.0229490458788	2685	1353	0	1370
17274679	0.0105785794908	2077	1480	0	517
17275474	0.0113033102022	1915	78	0	150
17288254	0.0149159707499	1866	592	0	100
17288491	0.00624670533221	2718	523	0	411
17303088	0.00880858338727	2622	1800	0	2750
17305435	0.00625124747813	2004	285	0	190
17331859	0.0918760728865	1313	811	0	67
17351581	0.00895079886063	1581	627	0	402
17355717	0.00835073993494	1583	1065	0	888
17390066	0.00675779626015	2110	953	0	608
17411215	0.00951011165116	2826	1229	0	802
17441094	0.0124012232185	2332	1916	0	678
17447004	0.0786410746053	683	247	0	440
17452383	0.00902369568163	2197	771	0	807
17453045	0.00751089462408	1651	737	0	1822
17456369	0.050546874733	1877	792	0	1191
17465035	0.0065974111173	2364	460	0	499
17465740	0.0347495757337	2592	716	0	323
17488996	0.00465219274891	3126	1967	0	990
17493065	0.0611212796659	528	442	0	101
17493573	0.019270502295	1114	124	0	225
17500762	0.0134354997196	3115	500	0	677
17508310	0.0219563428861	2765	1330	0	405
